Date,Event,unifiedAppName,"May 20 2024, 12:00AM - May 15 2025, 7:09PM"
2024-07-22,All Events [Unique Users],AvayaCloudMobile,41710
2024-07-22,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-07-22,All Events [Unique Users],AvayaCloudOfficeForTeams,217
2024-07-22,All Events [Unique Users],AvayaCloudWeb,4283
2024-07-22,All Events [Unique Users],BT Cloud Work for Teams,0
2024-07-22,All Events [Unique Users],BTCloudWorkDesktop,15267
2024-07-22,All Events [Unique Users],BTCloudWorkForTeams,1111
2024-07-22,All Events [Unique Users],BTCloudWorkMobile,20074
2024-07-22,All Events [Unique Users],BTCloudWorkWeb,685
2024-07-22,All Events [Unique Users],BusinessConnectDesktop,26000
2024-07-22,All Events [Unique Users],BusinessConnectForTeams,1493
2024-07-22,All Events [Unique Users],BusinessConnectMobile,41252
2024-07-22,All Events [Unique Users],BusinessConnectWeb,1499
2024-07-22,All Events [Unique Users],OfficeAtHandDesktop,37601
2024-07-22,All Events [Unique Users],OfficeAtHandForTeams,1050
2024-07-22,All Events [Unique Users],OfficeAtHandMobile,38458
2024-07-22,All Events [Unique Users],OfficeAtHandWeb,3765
2024-07-22,All Events [Unique Users],RCAppBizDesktop,414
2024-07-22,All Events [Unique Users],RCAppBizWeb,40
2024-07-22,All Events [Unique Users],RCAppClassicDesktop,0
2024-07-22,All Events [Unique Users],RCAppClassicWeb,0
2024-07-22,All Events [Unique Users],RCAppDesktoP,0
2024-07-22,All Events [Unique Users],RCAppDesktop,1258783
2024-07-22,All Events [Unique Users],RCAppMobile,1003521
2024-07-22,All Events [Unique Users],RCAppSoloMobile,1
2024-07-22,All Events [Unique Users],RCAppWeb,150002
2024-07-22,All Events [Unique Users],RCIntuneAppMobile,3095
2024-07-22,All Events [Unique Users],RCSoloAppMobile,38
2024-07-22,All Events [Unique Users],RainbowOfficeDesktop,0
2024-07-22,All Events [Unique Users],RainbowOfficeMobile,0
2024-07-22,All Events [Unique Users],RainbowOfficeWeb,0
2024-07-22,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-07-22,All Events [Unique Users],RingCentral for Teams,13
2024-07-22,All Events [Unique Users],RingCentral,0
2024-07-22,All Events [Unique Users],RingCentralForTeams,69771
2024-07-22,All Events [Unique Users],RingExForGoogle,0
2024-07-22,All Events [Unique Users],RoomsController,394
2024-07-22,All Events [Unique Users],RoomsHost RCVideo,2
2024-07-22,All Events [Unique Users],RoomsHost,467
2024-07-22,All Events [Unique Users],TELUS Business Connect for Teams,2
2024-07-22,All Events [Unique Users],Unify Office,0
2024-07-22,All Events [Unique Users],UnifyOfficeDesktop,9326
2024-07-22,All Events [Unique Users],UnifyOfficeMobile,3839
2024-07-22,All Events [Unique Users],UnifyOfficeWeb,427
2024-07-22,All Events [Unique Users],VodafoneBusinessDesktop,13561
2024-07-22,All Events [Unique Users],VodafoneBusinessMobile,14258
2024-07-22,All Events [Unique Users],VodafoneBusinessWeb,478
2024-07-29,All Events [Unique Users],AT&T Office@Hand for Teams,4
2024-07-29,All Events [Unique Users],AvayaCloudDesktop,72433
2024-07-29,All Events [Unique Users],AvayaCloudMobile,41731
2024-07-29,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-07-29,All Events [Unique Users],AvayaCloudOfficeForTeams,243
2024-07-29,All Events [Unique Users],AvayaCloudWeb,4491
2024-07-29,All Events [Unique Users],BT Cloud Work for Teams,1
2024-07-29,All Events [Unique Users],BTCloudWorkDesktop,15252
2024-07-29,All Events [Unique Users],BTCloudWorkForTeams,1174
2024-07-29,All Events [Unique Users],BTCloudWorkMobile,20166
2024-07-29,All Events [Unique Users],BTCloudWorkWeb,719
2024-07-29,All Events [Unique Users],BusinessConnectDesktop,25904
2024-07-29,All Events [Unique Users],BusinessConnectForTeams,1479
2024-07-29,All Events [Unique Users],BusinessConnectMobile,40849
2024-07-29,All Events [Unique Users],BusinessConnectWeb,1524
2024-07-29,All Events [Unique Users],OfficeAtHandDesktop,37782
2024-07-29,All Events [Unique Users],OfficeAtHandForTeams,1090
2024-07-29,All Events [Unique Users],OfficeAtHandMobile,38507
2024-07-29,All Events [Unique Users],OfficeAtHandWeb,3768
2024-07-29,All Events [Unique Users],RCAppBizDesktop,412
2024-07-29,All Events [Unique Users],RCAppBizWeb,36
2024-07-29,All Events [Unique Users],RCAppClassicDesktop,0
2024-07-29,All Events [Unique Users],RCAppClassicWeb,0
2024-07-29,All Events [Unique Users],RCAppDesktoP,0
2024-07-29,All Events [Unique Users],RCAppDesktop,1273162
2024-07-29,All Events [Unique Users],RCAppMobile,1011820
2024-07-29,All Events [Unique Users],RCAppSoloMobile,0
2024-07-29,All Events [Unique Users],RCAppWeb,151493
2024-07-29,All Events [Unique Users],RCIntuneAppMobile,3141
2024-07-29,All Events [Unique Users],RCSoloAppMobile,31
2024-07-29,All Events [Unique Users],RainbowOfficeDesktop,0
2024-07-29,All Events [Unique Users],RainbowOfficeMobile,1
2024-07-29,All Events [Unique Users],RainbowOfficeWeb,0
2024-07-29,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-07-29,All Events [Unique Users],RingCentral for Teams,12
2024-07-29,All Events [Unique Users],RingCentral,0
2024-07-29,All Events [Unique Users],RingCentralForTeams,70443
2024-07-29,All Events [Unique Users],RingExForGoogle,0
2024-07-29,All Events [Unique Users],RoomsController,388
2024-07-29,All Events [Unique Users],RoomsHost RCVideo,1
2024-07-29,All Events [Unique Users],RoomsHost,466
2024-07-29,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-07-29,All Events [Unique Users],Unify Office,0
2024-07-29,All Events [Unique Users],UnifyOfficeDesktop,9247
2024-07-29,All Events [Unique Users],UnifyOfficeMobile,3697
2024-07-29,All Events [Unique Users],UnifyOfficeWeb,408
2024-07-29,All Events [Unique Users],VodafoneBusinessDesktop,13671
2024-07-29,All Events [Unique Users],VodafoneBusinessMobile,14303
2024-07-29,All Events [Unique Users],VodafoneBusinessWeb,491
2024-08-05,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-08-05,All Events [Unique Users],AvayaCloudDesktop,71957
2024-08-05,All Events [Unique Users],AvayaCloudMobile,41856
2024-08-05,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-08-05,All Events [Unique Users],AvayaCloudOfficeForTeams,230
2024-08-05,All Events [Unique Users],AvayaCloudWeb,4482
2024-08-05,All Events [Unique Users],BT Cloud Work for Teams,0
2024-08-05,All Events [Unique Users],BTCloudWorkDesktop,15028
2024-08-05,All Events [Unique Users],BTCloudWorkForTeams,1149
2024-08-05,All Events [Unique Users],BTCloudWorkMobile,19916
2024-08-05,All Events [Unique Users],BTCloudWorkWeb,747
2024-08-05,All Events [Unique Users],BusinessConnectDesktop,25928
2024-08-05,All Events [Unique Users],BusinessConnectForTeams,1570
2024-08-05,All Events [Unique Users],BusinessConnectMobile,40823
2024-08-05,All Events [Unique Users],BusinessConnectWeb,1531
2024-08-05,All Events [Unique Users],OfficeAtHandDesktop,37925
2024-08-05,All Events [Unique Users],OfficeAtHandForTeams,1109
2024-08-05,All Events [Unique Users],OfficeAtHandMobile,38471
2024-08-05,All Events [Unique Users],OfficeAtHandWeb,3724
2024-08-05,All Events [Unique Users],RCAppBizDesktop,411
2024-08-05,All Events [Unique Users],RCAppBizWeb,42
2024-08-05,All Events [Unique Users],RCAppClassicDesktop,0
2024-08-05,All Events [Unique Users],RCAppClassicWeb,1
2024-08-05,All Events [Unique Users],RCAppDesktoP,0
2024-08-05,All Events [Unique Users],RCAppDesktop,1268301
2024-08-05,All Events [Unique Users],RCAppMobile,988868
2024-08-05,All Events [Unique Users],RCAppSoloMobile,0
2024-08-05,All Events [Unique Users],RCAppWeb,163646
2024-08-05,All Events [Unique Users],RCIntuneAppMobile,3175
2024-08-05,All Events [Unique Users],RCSoloAppMobile,39
2024-08-05,All Events [Unique Users],RainbowOfficeDesktop,1
2024-08-05,All Events [Unique Users],RainbowOfficeMobile,1
2024-08-05,All Events [Unique Users],RainbowOfficeWeb,0
2024-08-05,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-08-05,All Events [Unique Users],RingCentral for Teams,16
2024-08-05,All Events [Unique Users],RingCentral,0
2024-08-05,All Events [Unique Users],RingCentralForTeams,69510
2024-08-05,All Events [Unique Users],RingExForGoogle,0
2024-08-05,All Events [Unique Users],RoomsController,381
2024-08-05,All Events [Unique Users],RoomsHost RCVideo,0
2024-08-05,All Events [Unique Users],RoomsHost,450
2024-08-05,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-08-05,All Events [Unique Users],Unify Office,0
2024-08-05,All Events [Unique Users],UnifyOfficeDesktop,8956
2024-08-05,All Events [Unique Users],UnifyOfficeMobile,3634
2024-08-05,All Events [Unique Users],UnifyOfficeWeb,457
2024-08-05,All Events [Unique Users],VodafoneBusinessDesktop,13365
2024-08-05,All Events [Unique Users],VodafoneBusinessMobile,14002
2024-08-05,All Events [Unique Users],VodafoneBusinessWeb,624
2024-08-12,All Events [Unique Users],AT&T Office@Hand for Teams,3
2024-08-12,All Events [Unique Users],AvayaCloudDesktop,73206
2024-08-12,All Events [Unique Users],AvayaCloudMobile,41801
2024-08-12,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-08-12,All Events [Unique Users],AvayaCloudOfficeForTeams,255
2024-08-12,All Events [Unique Users],AvayaCloudWeb,4592
2024-08-12,All Events [Unique Users],BT Cloud Work for Teams,1
2024-08-12,All Events [Unique Users],BTCloudWorkDesktop,15261
2024-08-12,All Events [Unique Users],BTCloudWorkForTeams,1171
2024-08-12,All Events [Unique Users],BTCloudWorkMobile,19571
2024-08-12,All Events [Unique Users],BTCloudWorkWeb,779
2024-08-12,All Events [Unique Users],BusinessConnectDesktop,27370
2024-08-12,All Events [Unique Users],BusinessConnectForTeams,1711
2024-08-12,All Events [Unique Users],BusinessConnectMobile,41569
2024-08-12,All Events [Unique Users],BusinessConnectWeb,1668
2024-08-12,All Events [Unique Users],OfficeAtHandDesktop,39160
2024-08-12,All Events [Unique Users],OfficeAtHandForTeams,1162
2024-08-12,All Events [Unique Users],OfficeAtHandMobile,38728
2024-08-12,All Events [Unique Users],OfficeAtHandWeb,4003
2024-08-12,All Events [Unique Users],RCAppBizDesktop,412
2024-08-12,All Events [Unique Users],RCAppBizWeb,41
2024-08-12,All Events [Unique Users],RCAppClassicDesktop,2
2024-08-12,All Events [Unique Users],RCAppClassicWeb,0
2024-08-12,All Events [Unique Users],RCAppDesktoP,0
2024-08-12,All Events [Unique Users],RCAppDesktop,1284011
2024-08-12,All Events [Unique Users],RCAppMobile,969226
2024-08-12,All Events [Unique Users],RCAppSoloMobile,0
2024-08-12,All Events [Unique Users],RCAppWeb,168934
2024-08-12,All Events [Unique Users],RCIntuneAppMobile,3179
2024-08-12,All Events [Unique Users],RCSoloAppMobile,60
2024-08-12,All Events [Unique Users],RainbowOfficeDesktop,1
2024-08-12,All Events [Unique Users],RainbowOfficeMobile,0
2024-08-12,All Events [Unique Users],RainbowOfficeWeb,0
2024-08-12,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-08-12,All Events [Unique Users],RingCentral for Teams,9
2024-08-12,All Events [Unique Users],RingCentral,0
2024-08-12,All Events [Unique Users],RingCentralForTeams,70891
2024-08-12,All Events [Unique Users],RingExForGoogle,0
2024-08-12,All Events [Unique Users],RoomsController,380
2024-08-12,All Events [Unique Users],RoomsHost RCVideo,1
2024-08-12,All Events [Unique Users],RoomsHost,451
2024-08-12,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-08-12,All Events [Unique Users],Unify Office,0
2024-08-12,All Events [Unique Users],UnifyOfficeDesktop,8883
2024-08-12,All Events [Unique Users],UnifyOfficeMobile,3352
2024-08-12,All Events [Unique Users],UnifyOfficeWeb,422
2024-08-12,All Events [Unique Users],VodafoneBusinessDesktop,12788
2024-08-12,All Events [Unique Users],VodafoneBusinessMobile,13274
2024-08-12,All Events [Unique Users],VodafoneBusinessWeb,562
2024-08-19,All Events [Unique Users],AT&T Office@Hand for Teams,1
2024-08-19,All Events [Unique Users],AvayaCloudDesktop,73911
2024-08-19,All Events [Unique Users],AvayaCloudMobile,42257
2024-08-19,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-08-19,All Events [Unique Users],AvayaCloudOfficeForTeams,249
2024-08-19,All Events [Unique Users],AvayaCloudWeb,6237
2024-08-19,All Events [Unique Users],BT Cloud Work for Teams,0
2024-08-19,All Events [Unique Users],BTCloudWorkDesktop,15197
2024-08-19,All Events [Unique Users],BTCloudWorkForTeams,1216
2024-08-19,All Events [Unique Users],BTCloudWorkMobile,19580
2024-08-19,All Events [Unique Users],BTCloudWorkWeb,773
2024-08-19,All Events [Unique Users],BusinessConnectDesktop,27166
2024-08-19,All Events [Unique Users],BusinessConnectForTeams,1744
2024-08-19,All Events [Unique Users],BusinessConnectMobile,41993
2024-08-19,All Events [Unique Users],BusinessConnectWeb,1882
2024-08-19,All Events [Unique Users],OfficeAtHandDesktop,39320
2024-08-19,All Events [Unique Users],OfficeAtHandForTeams,1184
2024-08-19,All Events [Unique Users],OfficeAtHandMobile,39884
2024-08-19,All Events [Unique Users],OfficeAtHandWeb,4137
2024-08-19,All Events [Unique Users],RCAppBizDesktop,416
2024-08-19,All Events [Unique Users],RCAppBizWeb,44
2024-08-19,All Events [Unique Users],RCAppClassicDesktop,0
2024-08-19,All Events [Unique Users],RCAppClassicWeb,0
2024-08-19,All Events [Unique Users],RCAppDesktoP,0
2024-08-19,All Events [Unique Users],RCAppDesktop,1265811
2024-08-19,All Events [Unique Users],RCAppMobile,973095
2024-08-19,All Events [Unique Users],RCAppSoloMobile,0
2024-08-19,All Events [Unique Users],RCAppWeb,168061
2024-08-19,All Events [Unique Users],RCIntuneAppMobile,3300
2024-08-19,All Events [Unique Users],RCSoloAppMobile,34
2024-08-19,All Events [Unique Users],RainbowOfficeDesktop,1
2024-08-19,All Events [Unique Users],RainbowOfficeMobile,0
2024-08-19,All Events [Unique Users],RainbowOfficeWeb,0
2024-08-19,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-08-19,All Events [Unique Users],RingCentral for Teams,8
2024-08-19,All Events [Unique Users],RingCentral,0
2024-08-19,All Events [Unique Users],RingCentralForTeams,74319
2024-08-19,All Events [Unique Users],RingExForGoogle,0
2024-08-19,All Events [Unique Users],RoomsController,373
2024-08-19,All Events [Unique Users],RoomsHost RCVideo,1
2024-08-19,All Events [Unique Users],RoomsHost,439
2024-08-19,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-08-19,All Events [Unique Users],Unify Office,0
2024-08-19,All Events [Unique Users],UnifyOfficeDesktop,9105
2024-08-19,All Events [Unique Users],UnifyOfficeMobile,3442
2024-08-19,All Events [Unique Users],UnifyOfficeWeb,470
2024-08-19,All Events [Unique Users],VodafoneBusinessDesktop,13010
2024-08-19,All Events [Unique Users],VodafoneBusinessMobile,13636
2024-08-19,All Events [Unique Users],VodafoneBusinessWeb,474
2024-08-26,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-08-26,All Events [Unique Users],AvayaCloudDesktop,74627
2024-08-26,All Events [Unique Users],AvayaCloudMobile,42417
2024-08-26,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-08-26,All Events [Unique Users],AvayaCloudOfficeForTeams,291
2024-08-26,All Events [Unique Users],AvayaCloudWeb,5859
2024-08-26,All Events [Unique Users],BT Cloud Work for Teams,0
2024-08-26,All Events [Unique Users],BTCloudWorkDesktop,15457
2024-08-26,All Events [Unique Users],BTCloudWorkForTeams,1219
2024-08-26,All Events [Unique Users],BTCloudWorkMobile,19199
2024-08-26,All Events [Unique Users],BTCloudWorkWeb,705
2024-08-26,All Events [Unique Users],BusinessConnectDesktop,27374
2024-08-26,All Events [Unique Users],BusinessConnectForTeams,1788
2024-08-26,All Events [Unique Users],BusinessConnectMobile,42108
2024-08-26,All Events [Unique Users],BusinessConnectWeb,2200
2024-08-26,All Events [Unique Users],OfficeAtHandDesktop,41248
2024-08-26,All Events [Unique Users],OfficeAtHandForTeams,1173
2024-08-26,All Events [Unique Users],OfficeAtHandMobile,39183
2024-08-26,All Events [Unique Users],OfficeAtHandWeb,4156
2024-08-26,All Events [Unique Users],RCAppBizDesktop,425
2024-08-26,All Events [Unique Users],RCAppBizWeb,51
2024-08-26,All Events [Unique Users],RCAppClassicDesktop,0
2024-08-26,All Events [Unique Users],RCAppClassicWeb,0
2024-08-26,All Events [Unique Users],RCAppDesktoP,0
2024-08-26,All Events [Unique Users],RCAppDesktop,1287317
2024-08-26,All Events [Unique Users],RCAppMobile,976907
2024-08-26,All Events [Unique Users],RCAppSoloMobile,0
2024-08-26,All Events [Unique Users],RCAppWeb,174755
2024-08-26,All Events [Unique Users],RCIntuneAppMobile,3458
2024-08-26,All Events [Unique Users],RCSoloAppMobile,30
2024-08-26,All Events [Unique Users],RainbowOfficeDesktop,2
2024-08-26,All Events [Unique Users],RainbowOfficeMobile,2
2024-08-26,All Events [Unique Users],RainbowOfficeWeb,0
2024-08-26,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-08-26,All Events [Unique Users],RingCentral for Teams,12
2024-08-26,All Events [Unique Users],RingCentral,0
2024-08-26,All Events [Unique Users],RingCentralForTeams,75350
2024-08-26,All Events [Unique Users],RingExForGoogle,0
2024-08-26,All Events [Unique Users],RoomsController,363
2024-08-26,All Events [Unique Users],RoomsHost RCVideo,3
2024-08-26,All Events [Unique Users],RoomsHost,439
2024-08-26,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-08-26,All Events [Unique Users],Unify Office,0
2024-08-26,All Events [Unique Users],UnifyOfficeDesktop,9474
2024-08-26,All Events [Unique Users],UnifyOfficeMobile,3547
2024-08-26,All Events [Unique Users],UnifyOfficeWeb,510
2024-08-26,All Events [Unique Users],VodafoneBusinessDesktop,13824
2024-08-26,All Events [Unique Users],VodafoneBusinessMobile,14138
2024-08-26,All Events [Unique Users],VodafoneBusinessWeb,690
2024-09-02,All Events [Unique Users],AT&T Office@Hand for Teams,1
2024-09-02,All Events [Unique Users],AvayaCloudDesktop,73299
2024-09-02,All Events [Unique Users],AvayaCloudMobile,42388
2024-09-02,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-09-02,All Events [Unique Users],AvayaCloudOfficeForTeams,327
2024-09-02,All Events [Unique Users],AvayaCloudWeb,5109
2024-09-02,All Events [Unique Users],BT Cloud Work for Teams,0
2024-09-02,All Events [Unique Users],BTCloudWorkDesktop,15614
2024-09-02,All Events [Unique Users],BTCloudWorkForTeams,1259
2024-09-02,All Events [Unique Users],BTCloudWorkMobile,20231
2024-09-02,All Events [Unique Users],BTCloudWorkWeb,942
2024-09-02,All Events [Unique Users],BusinessConnectDesktop,28625
2024-09-02,All Events [Unique Users],BusinessConnectForTeams,1823
2024-09-02,All Events [Unique Users],BusinessConnectMobile,42014
2024-09-02,All Events [Unique Users],BusinessConnectWeb,2052
2024-09-02,All Events [Unique Users],OfficeAtHandDesktop,38648
2024-09-02,All Events [Unique Users],OfficeAtHandForTeams,1216
2024-09-02,All Events [Unique Users],OfficeAtHandMobile,38551
2024-09-02,All Events [Unique Users],OfficeAtHandWeb,3943
2024-09-02,All Events [Unique Users],RCAppBizDesktop,394
2024-09-02,All Events [Unique Users],RCAppBizWeb,32
2024-09-02,All Events [Unique Users],RCAppClassicDesktop,0
2024-09-02,All Events [Unique Users],RCAppClassicWeb,0
2024-09-02,All Events [Unique Users],RCAppDesktoP,0
2024-09-02,All Events [Unique Users],RCAppDesktop,1274024
2024-09-02,All Events [Unique Users],RCAppMobile,967350
2024-09-02,All Events [Unique Users],RCAppSoloMobile,0
2024-09-02,All Events [Unique Users],RCAppWeb,152703
2024-09-02,All Events [Unique Users],RCIntuneAppMobile,3511
2024-09-02,All Events [Unique Users],RCSoloAppMobile,25
2024-09-02,All Events [Unique Users],RainbowOfficeDesktop,0
2024-09-02,All Events [Unique Users],RainbowOfficeMobile,0
2024-09-02,All Events [Unique Users],RainbowOfficeWeb,0
2024-09-02,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-09-02,All Events [Unique Users],RingCentral for Teams,8
2024-09-02,All Events [Unique Users],RingCentral,0
2024-09-02,All Events [Unique Users],RingCentralForTeams,75688
2024-09-02,All Events [Unique Users],RingExForGoogle,0
2024-09-02,All Events [Unique Users],RoomsController,358
2024-09-02,All Events [Unique Users],RoomsHost RCVideo,1
2024-09-02,All Events [Unique Users],RoomsHost,436
2024-09-02,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-09-02,All Events [Unique Users],Unify Office,0
2024-09-02,All Events [Unique Users],UnifyOfficeDesktop,9404
2024-09-02,All Events [Unique Users],UnifyOfficeMobile,3617
2024-09-02,All Events [Unique Users],UnifyOfficeWeb,523
2024-09-02,All Events [Unique Users],VodafoneBusinessDesktop,14167
2024-09-02,All Events [Unique Users],VodafoneBusinessMobile,14739
2024-09-02,All Events [Unique Users],VodafoneBusinessWeb,741
2024-09-09,All Events [Unique Users],AT&T Office@Hand for Teams,3
2024-09-09,All Events [Unique Users],AvayaCloudDesktop,75246
2024-09-09,All Events [Unique Users],AvayaCloudMobile,43481
2024-09-09,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-09-09,All Events [Unique Users],AvayaCloudOfficeForTeams,335
2024-09-09,All Events [Unique Users],AvayaCloudWeb,5238
2024-09-09,All Events [Unique Users],BT Cloud Work for Teams,1
2024-09-09,All Events [Unique Users],BTCloudWorkDesktop,15760
2024-09-09,All Events [Unique Users],BTCloudWorkForTeams,1264
2024-09-09,All Events [Unique Users],BTCloudWorkMobile,20050
2024-09-09,All Events [Unique Users],BTCloudWorkWeb,993
2024-09-09,All Events [Unique Users],BusinessConnectDesktop,28658
2024-09-09,All Events [Unique Users],BusinessConnectForTeams,1913
2024-09-09,All Events [Unique Users],BusinessConnectMobile,42922
2024-09-09,All Events [Unique Users],BusinessConnectWeb,2050
2024-09-09,All Events [Unique Users],OfficeAtHandDesktop,40219
2024-09-09,All Events [Unique Users],OfficeAtHandForTeams,1208
2024-09-09,All Events [Unique Users],OfficeAtHandMobile,39126
2024-09-09,All Events [Unique Users],OfficeAtHandWeb,4239
2024-09-09,All Events [Unique Users],RCAppBizDesktop,409
2024-09-09,All Events [Unique Users],RCAppBizWeb,33
2024-09-09,All Events [Unique Users],RCAppClassicDesktop,1
2024-09-09,All Events [Unique Users],RCAppClassicWeb,0
2024-09-09,All Events [Unique Users],RCAppDesktoP,0
2024-09-09,All Events [Unique Users],RCAppDesktop,1301068
2024-09-09,All Events [Unique Users],RCAppMobile,989318
2024-09-09,All Events [Unique Users],RCAppSoloMobile,0
2024-09-09,All Events [Unique Users],RCAppWeb,160566
2024-09-09,All Events [Unique Users],RCIntuneAppMobile,3589
2024-09-09,All Events [Unique Users],RCSoloAppMobile,28
2024-09-09,All Events [Unique Users],RainbowOfficeDesktop,1
2024-09-09,All Events [Unique Users],RainbowOfficeMobile,1
2024-09-09,All Events [Unique Users],RainbowOfficeWeb,0
2024-09-09,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-09-09,All Events [Unique Users],RingCentral for Teams,9
2024-09-09,All Events [Unique Users],RingCentral,0
2024-09-09,All Events [Unique Users],RingCentralForTeams,79246
2024-09-09,All Events [Unique Users],RingExForGoogle,0
2024-09-09,All Events [Unique Users],RoomsController,383
2024-09-09,All Events [Unique Users],RoomsHost RCVideo,1
2024-09-09,All Events [Unique Users],RoomsHost,461
2024-09-09,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-09-09,All Events [Unique Users],Unify Office,0
2024-09-09,All Events [Unique Users],UnifyOfficeDesktop,9533
2024-09-09,All Events [Unique Users],UnifyOfficeMobile,3650
2024-09-09,All Events [Unique Users],UnifyOfficeWeb,573
2024-09-09,All Events [Unique Users],VodafoneBusinessDesktop,14429
2024-09-09,All Events [Unique Users],VodafoneBusinessMobile,14944
2024-09-09,All Events [Unique Users],VodafoneBusinessWeb,988
2024-09-16,All Events [Unique Users],AT&T Office@Hand for Teams,1
2024-09-16,All Events [Unique Users],AvayaCloudDesktop,75373
2024-09-16,All Events [Unique Users],AvayaCloudMobile,43587
2024-09-16,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-09-16,All Events [Unique Users],AvayaCloudOfficeForTeams,347
2024-09-16,All Events [Unique Users],AvayaCloudWeb,5343
2024-09-16,All Events [Unique Users],BT Cloud Work for Teams,0
2024-09-16,All Events [Unique Users],BTCloudWorkDesktop,15728
2024-09-16,All Events [Unique Users],BTCloudWorkForTeams,1365
2024-09-16,All Events [Unique Users],BTCloudWorkMobile,20126
2024-09-16,All Events [Unique Users],BTCloudWorkWeb,962
2024-09-16,All Events [Unique Users],BusinessConnectDesktop,28311
2024-09-16,All Events [Unique Users],BusinessConnectForTeams,1944
2024-09-16,All Events [Unique Users],BusinessConnectMobile,43048
2024-09-16,All Events [Unique Users],BusinessConnectWeb,2097
2024-09-16,All Events [Unique Users],OfficeAtHandDesktop,39685
2024-09-16,All Events [Unique Users],OfficeAtHandForTeams,1229
2024-09-16,All Events [Unique Users],OfficeAtHandMobile,39198
2024-09-16,All Events [Unique Users],OfficeAtHandWeb,4427
2024-09-16,All Events [Unique Users],RCAppBizDesktop,417
2024-09-16,All Events [Unique Users],RCAppBizWeb,26
2024-09-16,All Events [Unique Users],RCAppClassicDesktop,1
2024-09-16,All Events [Unique Users],RCAppClassicWeb,0
2024-09-16,All Events [Unique Users],RCAppDesktoP,0
2024-09-16,All Events [Unique Users],RCAppDesktop,1290162
2024-09-16,All Events [Unique Users],RCAppMobile,992617
2024-09-16,All Events [Unique Users],RCAppSoloMobile,0
2024-09-16,All Events [Unique Users],RCAppWeb,158214
2024-09-16,All Events [Unique Users],RCIntuneAppMobile,3648
2024-09-16,All Events [Unique Users],RCSoloAppMobile,18
2024-09-16,All Events [Unique Users],RainbowOfficeDesktop,0
2024-09-16,All Events [Unique Users],RainbowOfficeMobile,0
2024-09-16,All Events [Unique Users],RainbowOfficeWeb,0
2024-09-16,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-09-16,All Events [Unique Users],RingCentral for Teams,7
2024-09-16,All Events [Unique Users],RingCentral,0
2024-09-16,All Events [Unique Users],RingCentralForTeams,81061
2024-09-16,All Events [Unique Users],RingExForGoogle,0
2024-09-16,All Events [Unique Users],RoomsController,372
2024-09-16,All Events [Unique Users],RoomsHost RCVideo,2
2024-09-16,All Events [Unique Users],RoomsHost,451
2024-09-16,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-09-16,All Events [Unique Users],Unify Office,0
2024-09-16,All Events [Unique Users],UnifyOfficeDesktop,9602
2024-09-16,All Events [Unique Users],UnifyOfficeMobile,3675
2024-09-16,All Events [Unique Users],UnifyOfficeWeb,507
2024-09-16,All Events [Unique Users],VodafoneBusinessDesktop,14699
2024-09-16,All Events [Unique Users],VodafoneBusinessMobile,15242
2024-09-16,All Events [Unique Users],VodafoneBusinessWeb,980
2024-09-23,All Events [Unique Users],AT&T Office@Hand for Teams,2
2024-09-23,All Events [Unique Users],AvayaCloudDesktop,75245
2024-09-23,All Events [Unique Users],AvayaCloudMobile,43534
2024-09-23,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-09-23,All Events [Unique Users],AvayaCloudOfficeForTeams,351
2024-09-23,All Events [Unique Users],AvayaCloudWeb,5335
2024-09-23,All Events [Unique Users],BT Cloud Work for Teams,1
2024-09-23,All Events [Unique Users],BTCloudWorkDesktop,15919
2024-09-23,All Events [Unique Users],BTCloudWorkForTeams,1448
2024-09-23,All Events [Unique Users],BTCloudWorkMobile,20368
