Date,Event,unifiedAppName,"May 20 2024, 12:00AM - May 15 2025, 7:09PM"
2024-09-23,All Events [Unique Users],BTCloudWorkWeb,898
2024-09-23,All Events [Unique Users],BusinessConnectDesktop,28359
2024-09-23,All Events [Unique Users],BusinessConnectForTeams,1946
2024-09-23,All Events [Unique Users],BusinessConnectMobile,43207
2024-09-23,All Events [Unique Users],BusinessConnectWeb,2114
2024-09-23,All Events [Unique Users],OfficeAtHandDesktop,39755
2024-09-23,All Events [Unique Users],OfficeAtHandForTeams,1262
2024-09-23,All Events [Unique Users],OfficeAtHandMobile,39642
2024-09-23,All Events [Unique Users],OfficeAtHandWeb,4332
2024-09-23,All Events [Unique Users],RCAppBizDesktop,421
2024-09-23,All Events [Unique Users],RCAppBizWeb,53
2024-09-23,All Events [Unique Users],RCAppClassicDesktop,0
2024-09-23,All Events [Unique Users],RCAppClassicWeb,0
2024-09-23,All Events [Unique Users],RCAppDesktoP,0
2024-09-23,All Events [Unique Users],RCAppDesktop,1305880
2024-09-23,All Events [Unique Users],RCAppMobile,993120
2024-09-23,All Events [Unique Users],RCAppSoloMobile,0
2024-09-23,All Events [Unique Users],RCAppWeb,160216
2024-09-23,All Events [Unique Users],RCIntuneAppMobile,3660
2024-09-23,All Events [Unique Users],RCSoloAppMobile,16
2024-09-23,All Events [Unique Users],RainbowOfficeDesktop,1
2024-09-23,All Events [Unique Users],RainbowOfficeMobile,0
2024-09-23,All Events [Unique Users],RainbowOfficeWeb,0
2024-09-23,All Events [Unique Users],RingCentral for Microsoft Teams,1
2024-09-23,All Events [Unique Users],RingCentral for Teams,7
2024-09-23,All Events [Unique Users],RingCentral,0
2024-09-23,All Events [Unique Users],RingCentralForTeams,84430
2024-09-23,All Events [Unique Users],RingExForGoogle,0
2024-09-23,All Events [Unique Users],RoomsController,375
2024-09-23,All Events [Unique Users],RoomsHost RCVideo,0
2024-09-23,All Events [Unique Users],RoomsHost,451
2024-09-23,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-09-23,All Events [Unique Users],Unify Office,0
2024-09-23,All Events [Unique Users],UnifyOfficeDesktop,9740
2024-09-23,All Events [Unique Users],UnifyOfficeMobile,3729
2024-09-23,All Events [Unique Users],UnifyOfficeWeb,674
2024-09-23,All Events [Unique Users],VodafoneBusinessDesktop,14782
2024-09-23,All Events [Unique Users],VodafoneBusinessMobile,15313
2024-09-23,All Events [Unique Users],VodafoneBusinessWeb,884
2024-09-30,All Events [Unique Users],AT&T Office@Hand for Teams,1
2024-09-30,All Events [Unique Users],AvayaCloudDesktop,75174
2024-09-30,All Events [Unique Users],AvayaCloudMobile,43674
2024-09-30,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-09-30,All Events [Unique Users],AvayaCloudOfficeForTeams,378
2024-09-30,All Events [Unique Users],AvayaCloudWeb,7824
2024-09-30,All Events [Unique Users],BT Cloud Work for Teams,1
2024-09-30,All Events [Unique Users],BTCloudWorkDesktop,16155
2024-09-30,All Events [Unique Users],BTCloudWorkForTeams,1494
2024-09-30,All Events [Unique Users],BTCloudWorkMobile,20328
2024-09-30,All Events [Unique Users],BTCloudWorkWeb,1008
2024-09-30,All Events [Unique Users],BusinessConnectDesktop,28306
2024-09-30,All Events [Unique Users],BusinessConnectForTeams,1980
2024-09-30,All Events [Unique Users],BusinessConnectMobile,43002
2024-09-30,All Events [Unique Users],BusinessConnectWeb,2233
2024-09-30,All Events [Unique Users],OfficeAtHandDesktop,39643
2024-09-30,All Events [Unique Users],OfficeAtHandForTeams,1232
2024-09-30,All Events [Unique Users],OfficeAtHandMobile,39394
2024-09-30,All Events [Unique Users],OfficeAtHandWeb,4173
2024-09-30,All Events [Unique Users],RCAppBizDesktop,408
2024-09-30,All Events [Unique Users],RCAppBizWeb,60
2024-09-30,All Events [Unique Users],RCAppClassicDesktop,0
2024-09-30,All Events [Unique Users],RCAppClassicWeb,0
2024-09-30,All Events [Unique Users],RCAppDesktoP,0
2024-09-30,All Events [Unique Users],RCAppDesktop,1294052
2024-09-30,All Events [Unique Users],RCAppMobile,991123
2024-09-30,All Events [Unique Users],RCAppSoloMobile,0
2024-09-30,All Events [Unique Users],RCAppWeb,163008
2024-09-30,All Events [Unique Users],RCIntuneAppMobile,3735
2024-09-30,All Events [Unique Users],RCSoloAppMobile,10
2024-09-30,All Events [Unique Users],RainbowOfficeDesktop,0
2024-09-30,All Events [Unique Users],RainbowOfficeMobile,2
2024-09-30,All Events [Unique Users],RainbowOfficeWeb,0
2024-09-30,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-09-30,All Events [Unique Users],RingCentral for Teams,8
2024-09-30,All Events [Unique Users],RingCentral,0
2024-09-30,All Events [Unique Users],RingCentralForTeams,84247
2024-09-30,All Events [Unique Users],RingExForGoogle,0
2024-09-30,All Events [Unique Users],RoomsController,381
2024-09-30,All Events [Unique Users],RoomsHost RCVideo,0
2024-09-30,All Events [Unique Users],RoomsHost,442
2024-09-30,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-09-30,All Events [Unique Users],Unify Office,0
2024-09-30,All Events [Unique Users],UnifyOfficeDesktop,9547
2024-09-30,All Events [Unique Users],UnifyOfficeMobile,3634
2024-09-30,All Events [Unique Users],UnifyOfficeWeb,540
2024-09-30,All Events [Unique Users],VodafoneBusinessDesktop,14389
2024-09-30,All Events [Unique Users],VodafoneBusinessMobile,15221
2024-09-30,All Events [Unique Users],VodafoneBusinessWeb,835
2024-10-07,All Events [Unique Users],AT&T Office@Hand for Teams,1
2024-10-07,All Events [Unique Users],AvayaCloudDesktop,76754
2024-10-07,All Events [Unique Users],AvayaCloudMobile,43656
2024-10-07,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-10-07,All Events [Unique Users],AvayaCloudOfficeForTeams,472
2024-10-07,All Events [Unique Users],AvayaCloudWeb,6194
2024-10-07,All Events [Unique Users],BT Cloud Work for Teams,0
2024-10-07,All Events [Unique Users],BTCloudWorkDesktop,16435
2024-10-07,All Events [Unique Users],BTCloudWorkForTeams,1519
2024-10-07,All Events [Unique Users],BTCloudWorkMobile,20359
2024-10-07,All Events [Unique Users],BTCloudWorkWeb,1006
2024-10-07,All Events [Unique Users],BusinessConnectDesktop,29222
2024-10-07,All Events [Unique Users],BusinessConnectForTeams,2026
2024-10-07,All Events [Unique Users],BusinessConnectMobile,43257
2024-10-07,All Events [Unique Users],BusinessConnectWeb,2567
2024-10-07,All Events [Unique Users],OfficeAtHandDesktop,40320
2024-10-07,All Events [Unique Users],OfficeAtHandForTeams,1283
2024-10-07,All Events [Unique Users],OfficeAtHandMobile,39254
2024-10-07,All Events [Unique Users],OfficeAtHandWeb,4149
2024-10-07,All Events [Unique Users],RCAppBizDesktop,419
2024-10-07,All Events [Unique Users],RCAppBizWeb,44
2024-10-07,All Events [Unique Users],RCAppClassicDesktop,0
2024-10-07,All Events [Unique Users],RCAppClassicWeb,0
2024-10-07,All Events [Unique Users],RCAppDesktoP,0
2024-10-07,All Events [Unique Users],RCAppDesktop,1301752
2024-10-07,All Events [Unique Users],RCAppMobile,991040
2024-10-07,All Events [Unique Users],RCAppSoloMobile,0
2024-10-07,All Events [Unique Users],RCAppWeb,163326
2024-10-07,All Events [Unique Users],RCIntuneAppMobile,3780
2024-10-07,All Events [Unique Users],RCSoloAppMobile,12
2024-10-07,All Events [Unique Users],RainbowOfficeDesktop,0
2024-10-07,All Events [Unique Users],RainbowOfficeMobile,1
2024-10-07,All Events [Unique Users],RainbowOfficeWeb,0
2024-10-07,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-10-07,All Events [Unique Users],RingCentral for Teams,8
2024-10-07,All Events [Unique Users],RingCentral,0
2024-10-07,All Events [Unique Users],RingCentralForTeams,85519
2024-10-07,All Events [Unique Users],RingExForGoogle,0
2024-10-07,All Events [Unique Users],RoomsController,390
2024-10-07,All Events [Unique Users],RoomsHost RCVideo,1
2024-10-07,All Events [Unique Users],RoomsHost,462
2024-10-07,All Events [Unique Users],TELUS Business Connect for Teams,1
2024-10-07,All Events [Unique Users],Unify Office,0
2024-10-07,All Events [Unique Users],UnifyOfficeDesktop,9794
2024-10-07,All Events [Unique Users],UnifyOfficeMobile,3793
2024-10-07,All Events [Unique Users],UnifyOfficeWeb,561
2024-10-07,All Events [Unique Users],VodafoneBusinessDesktop,14640
2024-10-07,All Events [Unique Users],VodafoneBusinessMobile,15507
2024-10-07,All Events [Unique Users],VodafoneBusinessWeb,978
2024-10-14,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-10-14,All Events [Unique Users],AvayaCloudDesktop,73913
2024-10-14,All Events [Unique Users],AvayaCloudMobile,43336
2024-10-14,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-10-14,All Events [Unique Users],AvayaCloudOfficeForTeams,515
2024-10-14,All Events [Unique Users],AvayaCloudWeb,5231
2024-10-14,All Events [Unique Users],BT Cloud Work for Teams,0
2024-10-14,All Events [Unique Users],BTCloudWorkDesktop,16430
2024-10-14,All Events [Unique Users],BTCloudWorkForTeams,1584
2024-10-14,All Events [Unique Users],BTCloudWorkMobile,20416
2024-10-14,All Events [Unique Users],BTCloudWorkWeb,1020
2024-10-14,All Events [Unique Users],BusinessConnectDesktop,28364
2024-10-14,All Events [Unique Users],BusinessConnectForTeams,2016
2024-10-14,All Events [Unique Users],BusinessConnectMobile,42646
2024-10-14,All Events [Unique Users],BusinessConnectWeb,2337
2024-10-14,All Events [Unique Users],OfficeAtHandDesktop,40083
2024-10-14,All Events [Unique Users],OfficeAtHandForTeams,1250
2024-10-14,All Events [Unique Users],OfficeAtHandMobile,39415
2024-10-14,All Events [Unique Users],OfficeAtHandWeb,4342
2024-10-14,All Events [Unique Users],RCAppBizDesktop,417
2024-10-14,All Events [Unique Users],RCAppBizWeb,46
2024-10-14,All Events [Unique Users],RCAppClassicDesktop,0
2024-10-14,All Events [Unique Users],RCAppClassicWeb,0
2024-10-14,All Events [Unique Users],RCAppDesktoP,0
2024-10-14,All Events [Unique Users],RCAppDesktop,1314428
2024-10-14,All Events [Unique Users],RCAppMobile,992713
2024-10-14,All Events [Unique Users],RCAppSoloMobile,0
2024-10-14,All Events [Unique Users],RCAppWeb,161076
2024-10-14,All Events [Unique Users],RCIntuneAppMobile,3740
2024-10-14,All Events [Unique Users],RCSoloAppMobile,13
2024-10-14,All Events [Unique Users],RainbowOfficeDesktop,1
2024-10-14,All Events [Unique Users],RainbowOfficeMobile,0
2024-10-14,All Events [Unique Users],RainbowOfficeWeb,0
2024-10-14,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-10-14,All Events [Unique Users],RingCentral for Teams,19
2024-10-14,All Events [Unique Users],RingCentral,0
2024-10-14,All Events [Unique Users],RingCentralForTeams,86622
2024-10-14,All Events [Unique Users],RingExForGoogle,0
2024-10-14,All Events [Unique Users],RoomsController,398
2024-10-14,All Events [Unique Users],RoomsHost RCVideo,2
2024-10-14,All Events [Unique Users],RoomsHost,471
2024-10-14,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-10-14,All Events [Unique Users],Unify Office,0
2024-10-14,All Events [Unique Users],UnifyOfficeDesktop,9666
2024-10-14,All Events [Unique Users],UnifyOfficeMobile,3841
2024-10-14,All Events [Unique Users],UnifyOfficeWeb,561
2024-10-14,All Events [Unique Users],VodafoneBusinessDesktop,14627
2024-10-14,All Events [Unique Users],VodafoneBusinessMobile,15764
2024-10-14,All Events [Unique Users],VodafoneBusinessWeb,963
2024-10-21,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-10-21,All Events [Unique Users],AvayaCloudDesktop,74067
2024-10-21,All Events [Unique Users],AvayaCloudMobile,43753
2024-10-21,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-10-21,All Events [Unique Users],AvayaCloudOfficeForTeams,494
2024-10-21,All Events [Unique Users],AvayaCloudWeb,5341
2024-10-21,All Events [Unique Users],BT Cloud Work for Teams,0
2024-10-21,All Events [Unique Users],BTCloudWorkDesktop,16585
2024-10-21,All Events [Unique Users],BTCloudWorkForTeams,1579
2024-10-21,All Events [Unique Users],BTCloudWorkMobile,20284
2024-10-21,All Events [Unique Users],BTCloudWorkWeb,966
2024-10-21,All Events [Unique Users],BusinessConnectDesktop,29065
2024-10-21,All Events [Unique Users],BusinessConnectForTeams,2110
2024-10-21,All Events [Unique Users],BusinessConnectMobile,43657
2024-10-21,All Events [Unique Users],BusinessConnectWeb,2447
2024-10-21,All Events [Unique Users],OfficeAtHandDesktop,40283
2024-10-21,All Events [Unique Users],OfficeAtHandForTeams,1274
2024-10-21,All Events [Unique Users],OfficeAtHandMobile,39479
2024-10-21,All Events [Unique Users],OfficeAtHandWeb,4375
2024-10-21,All Events [Unique Users],RCAppBizDesktop,421
2024-10-21,All Events [Unique Users],RCAppBizWeb,44
2024-10-21,All Events [Unique Users],RCAppClassicDesktop,1
2024-10-21,All Events [Unique Users],RCAppClassicWeb,0
2024-10-21,All Events [Unique Users],RCAppDesktoP,0
2024-10-21,All Events [Unique Users],RCAppDesktop,1315316
2024-10-21,All Events [Unique Users],RCAppMobile,995347
2024-10-21,All Events [Unique Users],RCAppSoloMobile,0
2024-10-21,All Events [Unique Users],RCAppWeb,171139
2024-10-21,All Events [Unique Users],RCIntuneAppMobile,3760
2024-10-21,All Events [Unique Users],RCSoloAppMobile,13
2024-10-21,All Events [Unique Users],RainbowOfficeDesktop,0
2024-10-21,All Events [Unique Users],RainbowOfficeMobile,0
2024-10-21,All Events [Unique Users],RainbowOfficeWeb,0
2024-10-21,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-10-21,All Events [Unique Users],RingCentral for Teams,10
2024-10-21,All Events [Unique Users],RingCentral,0
2024-10-21,All Events [Unique Users],RingCentralForTeams,87507
2024-10-21,All Events [Unique Users],RingExForGoogle,0
2024-10-21,All Events [Unique Users],RoomsController,424
2024-10-21,All Events [Unique Users],RoomsHost RCVideo,0
2024-10-21,All Events [Unique Users],RoomsHost,481
2024-10-21,All Events [Unique Users],TELUS Business Connect for Teams,2
2024-10-21,All Events [Unique Users],Unify Office,0
2024-10-21,All Events [Unique Users],UnifyOfficeDesktop,9635
2024-10-21,All Events [Unique Users],UnifyOfficeMobile,3780
2024-10-21,All Events [Unique Users],UnifyOfficeWeb,453
2024-10-21,All Events [Unique Users],VodafoneBusinessDesktop,14420
2024-10-21,All Events [Unique Users],VodafoneBusinessMobile,15542
2024-10-21,All Events [Unique Users],VodafoneBusinessWeb,873
2024-10-28,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-10-28,All Events [Unique Users],AvayaCloudDesktop,76353
2024-10-28,All Events [Unique Users],AvayaCloudMobile,43630
2024-10-28,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-10-28,All Events [Unique Users],AvayaCloudOfficeForTeams,528
2024-10-28,All Events [Unique Users],AvayaCloudWeb,5604
2024-10-28,All Events [Unique Users],BT Cloud Work for Teams,0
2024-10-28,All Events [Unique Users],BTCloudWorkDesktop,16894
2024-10-28,All Events [Unique Users],BTCloudWorkForTeams,1636
2024-10-28,All Events [Unique Users],BTCloudWorkMobile,20122
2024-10-28,All Events [Unique Users],BTCloudWorkWeb,970
2024-10-28,All Events [Unique Users],BusinessConnectDesktop,30461
2024-10-28,All Events [Unique Users],BusinessConnectForTeams,2231
2024-10-28,All Events [Unique Users],BusinessConnectMobile,43748
2024-10-28,All Events [Unique Users],BusinessConnectWeb,2462
2024-10-28,All Events [Unique Users],OfficeAtHandDesktop,40140
2024-10-28,All Events [Unique Users],OfficeAtHandForTeams,1262
2024-10-28,All Events [Unique Users],OfficeAtHandMobile,39630
2024-10-28,All Events [Unique Users],OfficeAtHandWeb,4292
2024-10-28,All Events [Unique Users],RCAppBizDesktop,421
2024-10-28,All Events [Unique Users],RCAppBizWeb,51
2024-10-28,All Events [Unique Users],RCAppClassicDesktop,1
2024-10-28,All Events [Unique Users],RCAppClassicWeb,0
2024-10-28,All Events [Unique Users],RCAppDesktoP,0
2024-10-28,All Events [Unique Users],RCAppDesktop,1296866
2024-10-28,All Events [Unique Users],RCAppMobile,997459
2024-10-28,All Events [Unique Users],RCAppSoloMobile,0
2024-10-28,All Events [Unique Users],RCAppWeb,171235
2024-10-28,All Events [Unique Users],RCIntuneAppMobile,3783
2024-10-28,All Events [Unique Users],RCSoloAppMobile,8
2024-10-28,All Events [Unique Users],RainbowOfficeDesktop,1
2024-10-28,All Events [Unique Users],RainbowOfficeMobile,0
2024-10-28,All Events [Unique Users],RainbowOfficeWeb,0
2024-10-28,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-10-28,All Events [Unique Users],RingCentral for Teams,2
2024-10-28,All Events [Unique Users],RingCentral,0
2024-10-28,All Events [Unique Users],RingCentralForTeams,89671
2024-10-28,All Events [Unique Users],RingExForGoogle,0
2024-10-28,All Events [Unique Users],RoomsController,434
2024-10-28,All Events [Unique Users],RoomsHost RCVideo,1
2024-10-28,All Events [Unique Users],RoomsHost,494
2024-10-28,All Events [Unique Users],TELUS Business Connect for Teams,2
2024-10-28,All Events [Unique Users],Unify Office,0
2024-10-28,All Events [Unique Users],UnifyOfficeDesktop,9511
2024-10-28,All Events [Unique Users],UnifyOfficeMobile,3666
2024-10-28,All Events [Unique Users],UnifyOfficeWeb,420
2024-10-28,All Events [Unique Users],VodafoneBusinessDesktop,14744
2024-10-28,All Events [Unique Users],VodafoneBusinessMobile,15586
2024-10-28,All Events [Unique Users],VodafoneBusinessWeb,918
2024-11-04,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-11-04,All Events [Unique Users],AvayaCloudDesktop,74250
2024-11-04,All Events [Unique Users],AvayaCloudMobile,43861
2024-11-04,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-11-04,All Events [Unique Users],AvayaCloudOfficeForTeams,578
2024-11-04,All Events [Unique Users],AvayaCloudWeb,6559
2024-11-04,All Events [Unique Users],BT Cloud Work for Teams,0
2024-11-04,All Events [Unique Users],BTCloudWorkDesktop,16901
2024-11-04,All Events [Unique Users],BTCloudWorkForTeams,1648
2024-11-04,All Events [Unique Users],BTCloudWorkMobile,20493
2024-11-04,All Events [Unique Users],BTCloudWorkWeb,1071
2024-11-04,All Events [Unique Users],BusinessConnectDesktop,29398
2024-11-04,All Events [Unique Users],BusinessConnectForTeams,2333
2024-11-04,All Events [Unique Users],BusinessConnectMobile,43882
2024-11-04,All Events [Unique Users],BusinessConnectWeb,2573
2024-11-04,All Events [Unique Users],OfficeAtHandDesktop,40200
2024-11-04,All Events [Unique Users],OfficeAtHandForTeams,1236
2024-11-04,All Events [Unique Users],OfficeAtHandMobile,39751
2024-11-04,All Events [Unique Users],OfficeAtHandWeb,4316
2024-11-04,All Events [Unique Users],RCAppBizDesktop,408
2024-11-04,All Events [Unique Users],RCAppBizWeb,50
2024-11-04,All Events [Unique Users],RCAppClassicDesktop,2
2024-11-04,All Events [Unique Users],RCAppClassicWeb,0
2024-11-04,All Events [Unique Users],RCAppDesktoP,0
2024-11-04,All Events [Unique Users],RCAppDesktop,1323641
2024-11-04,All Events [Unique Users],RCAppMobile,999445
2024-11-04,All Events [Unique Users],RCAppSoloMobile,0
2024-11-04,All Events [Unique Users],RCAppWeb,174702
2024-11-04,All Events [Unique Users],RCIntuneAppMobile,3848
2024-11-04,All Events [Unique Users],RCSoloAppMobile,11
2024-11-04,All Events [Unique Users],RainbowOfficeDesktop,0
2024-11-04,All Events [Unique Users],RainbowOfficeMobile,0
2024-11-04,All Events [Unique Users],RainbowOfficeWeb,0
2024-11-04,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-11-04,All Events [Unique Users],RingCentral for Teams,8
2024-11-04,All Events [Unique Users],RingCentral,0
2024-11-04,All Events [Unique Users],RingCentralForTeams,89307
2024-11-04,All Events [Unique Users],RingExForGoogle,0
2024-11-04,All Events [Unique Users],RoomsController,424
2024-11-04,All Events [Unique Users],RoomsHost RCVideo,1
2024-11-04,All Events [Unique Users],RoomsHost,485
2024-11-04,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-11-04,All Events [Unique Users],Unify Office,0
2024-11-04,All Events [Unique Users],UnifyOfficeDesktop,8544
2024-11-04,All Events [Unique Users],UnifyOfficeMobile,3613
2024-11-04,All Events [Unique Users],UnifyOfficeWeb,423
2024-11-04,All Events [Unique Users],VodafoneBusinessDesktop,14760
2024-11-04,All Events [Unique Users],VodafoneBusinessMobile,16077
2024-11-04,All Events [Unique Users],VodafoneBusinessWeb,906
2024-11-11,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-11-11,All Events [Unique Users],AvayaCloudDesktop,74844
2024-11-11,All Events [Unique Users],AvayaCloudMobile,44144
2024-11-11,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-11-11,All Events [Unique Users],AvayaCloudOfficeForTeams,589
2024-11-11,All Events [Unique Users],AvayaCloudWeb,6741
2024-11-11,All Events [Unique Users],BT Cloud Work for Teams,0
2024-11-11,All Events [Unique Users],BTCloudWorkDesktop,17375
2024-11-11,All Events [Unique Users],BTCloudWorkForTeams,1688
2024-11-11,All Events [Unique Users],BTCloudWorkMobile,20680
2024-11-11,All Events [Unique Users],BTCloudWorkWeb,1090
2024-11-11,All Events [Unique Users],BusinessConnectDesktop,29773
2024-11-11,All Events [Unique Users],BusinessConnectForTeams,2415
2024-11-11,All Events [Unique Users],BusinessConnectMobile,43477
2024-11-11,All Events [Unique Users],BusinessConnectWeb,2394
2024-11-11,All Events [Unique Users],OfficeAtHandDesktop,40349
2024-11-11,All Events [Unique Users],OfficeAtHandForTeams,1280
2024-11-11,All Events [Unique Users],OfficeAtHandMobile,39740
2024-11-11,All Events [Unique Users],OfficeAtHandWeb,4266
2024-11-11,All Events [Unique Users],RCAppBizDesktop,387
2024-11-11,All Events [Unique Users],RCAppBizWeb,46
2024-11-11,All Events [Unique Users],RCAppClassicDesktop,0
2024-11-11,All Events [Unique Users],RCAppClassicWeb,0
2024-11-11,All Events [Unique Users],RCAppDesktoP,0
2024-11-11,All Events [Unique Users],RCAppDesktop,1323686
2024-11-11,All Events [Unique Users],RCAppMobile,1001576
2024-11-11,All Events [Unique Users],RCAppSoloMobile,0
2024-11-11,All Events [Unique Users],RCAppWeb,172126
2024-11-11,All Events [Unique Users],RCIntuneAppMobile,3910
2024-11-11,All Events [Unique Users],RCSoloAppMobile,10
2024-11-11,All Events [Unique Users],RainbowOfficeDesktop,1
2024-11-11,All Events [Unique Users],RainbowOfficeMobile,0
2024-11-11,All Events [Unique Users],RainbowOfficeWeb,0
2024-11-11,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-11-11,All Events [Unique Users],RingCentral for Teams,5
2024-11-11,All Events [Unique Users],RingCentral,0
2024-11-11,All Events [Unique Users],RingCentralForTeams,92695
2024-11-11,All Events [Unique Users],RingExForGoogle,0
2024-11-11,All Events [Unique Users],RoomsController,435
2024-11-11,All Events [Unique Users],RoomsHost RCVideo,2
2024-11-11,All Events [Unique Users],RoomsHost,492
2024-11-11,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-11-11,All Events [Unique Users],Unify Office,0
2024-11-11,All Events [Unique Users],UnifyOfficeDesktop,8599
2024-11-11,All Events [Unique Users],UnifyOfficeMobile,3695
2024-11-11,All Events [Unique Users],UnifyOfficeWeb,409
2024-11-11,All Events [Unique Users],VodafoneBusinessDesktop,14906
2024-11-11,All Events [Unique Users],VodafoneBusinessMobile,16354
2024-11-11,All Events [Unique Users],VodafoneBusinessWeb,964
2024-11-18,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-11-18,All Events [Unique Users],AvayaCloudDesktop,74218
2024-11-18,All Events [Unique Users],AvayaCloudMobile,44749
2024-11-18,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-11-18,All Events [Unique Users],AvayaCloudOfficeForTeams,639
2024-11-18,All Events [Unique Users],AvayaCloudWeb,6567
2024-11-18,All Events [Unique Users],BT Cloud Work for Teams,0
2024-11-18,All Events [Unique Users],BTCloudWorkDesktop,17290
2024-11-18,All Events [Unique Users],BTCloudWorkForTeams,1762
2024-11-18,All Events [Unique Users],BTCloudWorkMobile,20900
2024-11-18,All Events [Unique Users],BTCloudWorkWeb,1031
2024-11-18,All Events [Unique Users],BusinessConnectDesktop,29443
2024-11-18,All Events [Unique Users],BusinessConnectForTeams,2440
2024-11-18,All Events [Unique Users],BusinessConnectMobile,44220
2024-11-18,All Events [Unique Users],BusinessConnectWeb,2478
2024-11-18,All Events [Unique Users],OfficeAtHandDesktop,39968
2024-11-18,All Events [Unique Users],OfficeAtHandForTeams,1356
2024-11-18,All Events [Unique Users],OfficeAtHandMobile,39992
2024-11-18,All Events [Unique Users],OfficeAtHandWeb,4429
2024-11-18,All Events [Unique Users],RCAppBizDesktop,393
2024-11-18,All Events [Unique Users],RCAppBizWeb,64
2024-11-18,All Events [Unique Users],RCAppClassicDesktop,0
2024-11-18,All Events [Unique Users],RCAppClassicWeb,0
2024-11-18,All Events [Unique Users],RCAppDesktoP,0
2024-11-18,All Events [Unique Users],RCAppDesktop,1323277
2024-11-18,All Events [Unique Users],RCAppMobile,1011700
2024-11-18,All Events [Unique Users],RCAppSoloMobile,0
2024-11-18,All Events [Unique Users],RCAppWeb,176094
2024-11-18,All Events [Unique Users],RCIntuneAppMobile,4034
2024-11-18,All Events [Unique Users],RCSoloAppMobile,7
2024-11-18,All Events [Unique Users],RainbowOfficeDesktop,0
2024-11-18,All Events [Unique Users],RainbowOfficeMobile,1
2024-11-18,All Events [Unique Users],RainbowOfficeWeb,0
2024-11-18,All Events [Unique Users],RingCentral for Microsoft Teams,0
2024-11-18,All Events [Unique Users],RingCentral for Teams,8
2024-11-18,All Events [Unique Users],RingCentral,1
2024-11-18,All Events [Unique Users],RingCentralForTeams,96857
2024-11-18,All Events [Unique Users],RingExForGoogle,0
2024-11-18,All Events [Unique Users],RoomsController,421
2024-11-18,All Events [Unique Users],RoomsHost RCVideo,2
2024-11-18,All Events [Unique Users],RoomsHost,489
2024-11-18,All Events [Unique Users],TELUS Business Connect for Teams,0
2024-11-18,All Events [Unique Users],Unify Office,0
2024-11-18,All Events [Unique Users],UnifyOfficeDesktop,8529
2024-11-18,All Events [Unique Users],UnifyOfficeMobile,3629
2024-11-18,All Events [Unique Users],UnifyOfficeWeb,357
2024-11-18,All Events [Unique Users],VodafoneBusinessDesktop,14879
2024-11-18,All Events [Unique Users],VodafoneBusinessMobile,16451
2024-11-18,All Events [Unique Users],VodafoneBusinessWeb,943
2024-11-25,All Events [Unique Users],AT&T Office@Hand for Teams,0
2024-11-25,All Events [Unique Users],AvayaCloudDesktop,68930
2024-11-25,All Events [Unique Users],AvayaCloudMobile,41224
2024-11-25,All Events [Unique Users],AvayaCloudOfficeForGoogle,0
2024-11-25,All Events [Unique Users],AvayaCloudOfficeForTeams,612
2024-11-25,All Events [Unique Users],AvayaCloudWeb,5374
2024-11-25,All Events [Unique Users],BT Cloud Work for Teams,0
2024-11-25,All Events [Unique Users],BTCloudWorkDesktop,17369
2024-11-25,All Events [Unique Users],BTCloudWorkForTeams,1824
2024-11-25,All Events [Unique Users],BTCloudWorkMobile,21080
2024-11-25,All Events [Unique Users],BTCloudWorkWeb,986
2024-11-25,All Events [Unique Users],BusinessConnectDesktop,29550
2024-11-25,All Events [Unique Users],BusinessConnectForTeams,2514
2024-11-25,All Events [Unique Users],BusinessConnectMobile,44409
2024-11-25,All Events [Unique Users],BusinessConnectWeb,2472
2024-11-25,All Events [Unique Users],OfficeAtHandDesktop,36489
2024-11-25,All Events [Unique Users],OfficeAtHandForTeams,1214
2024-11-25,All Events [Unique Users],OfficeAtHandMobile,36600
